0.06677,0.07386,0.07793nan,0.07481,0.07969
0.05088,0.03802,0.03369nan,0.04718,0.05171
0.04019,0.02548,0.02328nan,0.03867,0.04341
0.03240,0.01849,0.01722nan,0.03356,0.03838
0.02789,0.01439,0.01430nan,0.03054,0.03536
0.02477,0.01258,0.01226nan,0.02865,0.03372
0.02235,0.01060,0.01118nan,0.02677,0.03285
0.01994,0.01020,0.00955nan,0.02778,0.03122
0.01860,0.00924,0.00860nan,0.02587,0.03059
0.01765,0.00857,0.00810nan,0.02562,0.03273
0.01662,0.00803,0.00748nan,0.02462,0.03056
0.01631,0.00788,0.00704nan,0.02577,0.03156
0.01547,0.00707,0.00707nan,0.02544,0.03148
0.01473,0.00679,0.00620nan,0.02574,0.02921
0.01386,0.00688,0.00631nan,0.02548,0.03378
0.01360,0.00674,0.00579nan,0.02735,0.03186
0.01337,0.00623,0.00540nan,0.02585,0.02951
0.01283,0.00602,0.00537nan,0.02767,0.03140
0.01262,0.00623,0.00510nan,0.02866,0.03388
0.01195,0.00643,0.00545nan,0.03115,0.03266
0.01148,0.00565,0.00498nan,0.03254,0.03308
0.01152,0.00572,0.00458nan,0.03443,0.03542
0.01133,0.00571,0.00452nan,0.04030,0.03407
0.01132,0.00576,0.00433nan,0.04169,0.03480
0.01087,0.00542,0.00433nan,0.04184,0.03303
0.01067,0.00539,0.00453nan,0.04209,0.03770
0.01007,0.00531,0.00421nan,0.04369,0.03453
0.01025,0.00580,0.00429nan,0.04719,0.03800
0.00961,0.00519,0.00397nan,0.04521,0.03352
0.00966,0.00547,0.00402nan,0.04492,0.03659
0.00946,0.00525,0.00395nan,0.04661,0.04121
0.00954,0.00505,0.00403nan,0.04590,0.04061
0.00890,0.00480,0.00391nan,0.04599,0.03777
0.00876,0.00530,0.00399nan,0.04810,0.03968
0.00846,0.00480,0.00385nan,0.04760,0.04110
0.00881,0.00463,0.00398nan,0.04591,0.04086
0.00837,0.00503,0.00361nan,0.04864,0.03974
0.00826,0.00486,0.00364nan,0.04715,0.04249
0.00822,0.00454,0.00358nan,0.04736,0.03990
0.00828,0.00462,0.00363nan,0.04783,0.04257
0.00771,0.00469,0.00336nan,0.04927,0.04032
