0.21680,0.49840,0.10920,.0.160700
0.61460,0.65630,0.55190,.0.570000
0.75120,0.76640,0.67120,.0.697100
0.79450,0.80250,0.73310,.0.743100
0.81950,0.83280,0.76880,.0.781600
0.84090,0.85520,0.79770,.0.808800
0.85810,0.87230,0.81640,.0.830500
0.87010,0.87780,0.82780,.0.845100
0.87800,0.89090,0.84290,.0.857500
0.89120,0.89270,0.85280,.0.866400
0.90010,0.90340,0.86340,.0.878700
0.90860,0.90180,0.87000,.0.882700
0.91010,0.91310,0.87490,.0.890700
0.91070,0.91130,0.87740,.0.893300
0.92260,0.92030,0.88620,.0.904900
0.92520,0.91540,0.88750,.0.898800
0.92770,0.93040,0.88990,.0.912100
0.92220,0.92860,0.89360,.0.909700
0.93350,0.93190,0.89840,.0.917100
0.93210,0.93270,0.89740,.0.913300
0.93530,0.93360,0.90360,.0.917100
0.93350,0.93250,0.89780,.0.916800
0.93850,0.93560,0.90830,.0.922100
0.94580,0.93440,0.91230,.0.924700
0.94890,0.93660,0.90620,.0.930400
0.94730,0.93180,0.91380,.0.925200
0.94330,0.93800,0.90630,.0.929500
0.95170,0.94160,0.91920,.0.932400
0.95030,0.94440,0.90470,.0.933800
0.95220,0.93890,0.91160,.0.936500
0.94910,0.94290,0.92220,.0.934200
0.94430,0.94370,0.91790,.0.929800
0.94910,0.93730,0.91960,.0.930000
0.95710,0.94810,0.91880,.0.940500
0.95820,0.94760,0.92360,.0.941300
0.95850,0.95140,0.92650,.0.943100
